qid,totalRefs,totalPrimaryRefs,totalSecondaryRefs,verseRefs,chapterRefs,bookRefs,books
Q70899,41,30,10,11,11,8,GEN;1CH;HOS;LUK;ROM;1CO;1TI;JUD
Q830183,19,17,2,5,5,3,GEN;2CO;1TI
Q205365,23,16,7,4,4,4,GEN;HEB;1JN;JUD
Q313421,17,10,7,6,6,5,GEN;MAT;LUK;HEB;1JN
Q134373856,1,1,0,1,1,1,GEN
Q2495184,3,3,0,1,1,1,GEN
Q3364264,2,2,0,1,1,1,GEN
Q10329365,2,2,0,1,1,1,GEN
Q10329289,2,2,0,1,1,1,GEN
Q155852,5,4,1,1,1,1,GEN
Q1809123,5,5,0,1,1,1,GEN
Q203082,5,5,0,1,1,1,GEN
Q1676803,1,1,0,1,1,1,GEN
Q1432204,1,1,0,1,1,1,GEN
Q1356181,2,2,0,1,1,1,GEN
Q1542154,2,2,0,1,1,1,GEN
Q107626,10,8,2,4,4,3,GEN;1CH;LUK
Q682531,8,6,2,4,4,3,GEN;1CH;LUK
Q844433,7,5,2,3,3,3,GEN;1CH;LUK
Q10297002,7,5,2,3,3,3,GEN;1CH;LUK
Q927410,7,5,2,3,3,3,GEN;1CH;LUK
Q213027,10,6,4,5,5,5,GEN;1CH;LUK;HEB;JUD
Q156290,7,5,2,3,3,3,GEN;1CH;LUK
Q10921342,7,5,2,3,3,3,GEN;1CH;LUK
Q81422,58,44,14,14,14,8,GEN;1CH;ISA;EZK;MAT;LUK;HEB;1PE
Q200902,29,23,6,9,9,3,GEN;1CH;LUK
Q229702,20,17,3,7,7,2,GEN;1CH
Q200637,20,15,5,7,7,2,GEN;1CH
Q107442921,3,3,0,3,3,1,GEN
Q204797,10,7,2,3,3,2,GEN;1CH
Q1148172,4,2,2,2,2,2,GEN;1CH
Q1964706,3,1,1,3,3,3,GEN;1CH;EZK
Q1790796,2,1,1,2,2,2,GEN;1CH
Q1684266,4,2,2,2,2,2,GEN;1CH
Q1481766,2,1,1,2,2,2,GEN;1CH
Q30973,2,1,1,2,2,2,GEN;1CH
Q1481751,2,1,1,2,2,2,GEN;1CH
Q722770,2,1,1,2,2,2,GEN;1CH
Q2918052,2,1,1,2,2,2,GEN;1CH
Q1068499,2,1,1,2,2,2,GEN;1CH
Q1330627,2,1,1,2,2,2,GEN;1CH
Q125487467,1,1,0,1,1,1,GEN
Q1138595,6,3,3,2,2,2,GEN;1CH
Q1369215,4,2,2,2,2,2,GEN;1CH
Q946939,2,1,1,2,2,2,GEN;1CH
Q23639444,2,1,1,2,2,2,GEN;1CH
Q32945196,2,1,1,2,2,2,GEN;1CH
Q13143737,2,1,1,2,2,2,GEN;1CH
Q3085764,4,2,2,2,2,2,GEN;1CH
Q124169540,2,1,1,2,2,2,GEN;1CH
Q125399193,2,1,1,2,2,2,GEN;1CH
Q124305605,2,1,1,2,2,2,GEN;1CH
Q201861,4,2,1,3,3,3,GEN;1CH;MIC
Q3541553,3,1,1,2,2,2,GEN;1CH
Q502282,11,6,5,4,4,3,GEN;1CH;LUK
Q1147704,2,1,1,2,2,2,GEN;1CH
Q2426606,2,1,1,2,2,2,GEN;1CH
Q457520,10,6,4,4,4,3,GEN;1CH;LUK
Q1815870,2,1,1,2,2,2,GEN;1CH
Q625667,4,2,2,2,2,2,GEN;1CH
Q2558734,2,1,1,2,2,2,GEN;1CH
Q2898616,2,1,1,2,2,2,GEN;1CH
Q2910407,2,1,1,2,2,2,GEN;1CH
Q13418757,2,1,1,2,2,2,GEN;1CH
Q1827950,10,6,4,4,4,3,GEN;1CH;LUK
Q1648259,9,5,4,4,4,3,GEN;1CH;LUK
Q1553059,7,3,4,2,2,2,GEN;1CH
Q2905798,2,1,1,2,2,2,GEN;1CH
Q7493584,2,1,1,2,2,2,GEN;1CH
Q2905463,2,1,1,2,2,2,GEN;1CH
Q18276083,2,1,1,2,2,2,GEN;1CH
Q5638029,2,1,1,2,2,2,GEN;1CH
Q7904500,2,1,1,2,2,2,GEN;1CH
Q63433898,2,1,1,2,2,2,GEN;1CH
Q115760490,2,1,1,2,2,2,GEN;1CH
Q14925390,2,1,1,2,2,2,GEN;1CH
Q138636936,2,1,1,2,2,2,GEN;1CH
Q125345983,2,1,1,2,2,2,GEN;1CH
Q138636935,2,1,1,2,2,2,GEN;1CH
Q44123555,2,1,1,2,2,2,GEN;1CH
Q2040793,6,4,2,3,3,3,GEN;1CH;LUK
Q1161313,6,4,2,3,3,3,GEN;1CH;LUK
Q888890,6,4,2,3,3,3,GEN;1CH;LUK
Q586541,15,11,4,7,7,5,GEN;JOS;1CH;LUK;ACT
Q9181,361,179,182,81,81,26,GEN;EXO;NUM;DEU;JOS;1KI;2KI;1CH;2CH;NEH;PSA;ISA;JER;EZK;MIC;MAT;MRK;LUK;JHN;ACT;ROM;2CO;GAL;HEB;JAS;1PE
Q6323112,15,7,8,6,6,2,GEN;JOS
Q1199156,6,5,1,1,1,1,GEN
Q40574,47,40,7,8,8,4,GEN;DEU;LUK;2PE
Q194808,72,56,16,18,18,6,GEN;ISA;ROM;GAL;HEB;1PE
Q1752707,8,5,3,3,3,1,GEN
Q6079192,1,1,0,1,1,1,GEN
Q2844493,6,5,1,2,2,2,GEN;HEB
Q2712606,6,5,1,2,2,2,GEN;HEB
Q2118973,8,7,1,2,2,2,GEN;HEB
Q7800767,6,5,1,2,2,2,GEN;HEB
Q4890957,7,7,0,1,1,1,GEN
Q106079868,4,4,0,1,1,1,GEN
Q9351421,3,3,0,1,1,1,GEN
Q125415429,3,3,0,1,1,1,GEN
Q125295074,2,2,0,1,1,1,GEN
Q125022203,2,1,1,1,1,1,GEN
Q124541960,2,1,1,1,1,1,GEN
Q219395,14,2,12,5,5,3,GEN;PSA;HEB
Q14933103,1,1,0,1,1,1,GEN
Q214617,28,23,5,4,4,2,GEN;GAL
Q183403,40,29,11,8,8,3,GEN;1CH;GAL
Q671872,190,115,75,51,51,19,GEN;EXO;NUM;DEU;JOS;1KI;2KI;1CH;PSA;JER;AMO;MAT;MRK;LUK;ACT;ROM;GAL;HEB;JAS
Q109496487,10,10,0,1,1,1,GEN
Q109496488,10,10,0,1,1,1,GEN
Q2575060,4,4,0,2,2,2,GEN;LUK
Q1585141,1,1,0,1,1,1,GEN
Q9168580,1,1,0,1,1,1,GEN
Q1343803,27,27,0,3,3,1,GEN
Q10282102,3,3,0,2,2,1,GEN
Q47010789,2,2,0,1,1,1,GEN
Q114056663,2,2,0,1,1,1,GEN
Q11944206,2,2,0,1,1,1,GEN
Q114056787,2,2,0,1,1,1,GEN
Q114056831,2,2,0,1,1,1,GEN
Q125072190,2,2,0,1,1,1,GEN
Q125188731,2,2,0,1,1,1,GEN
Q1579827,11,5,6,4,4,1,GEN
Q40520,50,45,5,10,10,2,GEN;ROM
Q108773808,2,2,0,1,1,1,GEN
Q14923275,1,1,0,1,1,1,GEN
Q125150030,1,1,0,1,1,1,GEN
Q125484379,1,1,0,1,1,1,GEN
Q125295940,1,1,0,1,1,1,GEN
Q6775384,11,8,3,4,4,1,GEN
Q138714970,2,0,2,2,2,1,GEN
Q840401,69,64,5,9,9,1,GEN
Q2903219,2,2,0,2,2,1,GEN
Q908531,4,2,2,2,2,2,GEN;1CH
Q786540,2,1,1,2,2,2,GEN;1CH
Q737548,4,2,2,2,2,2,GEN;1CH
Q1212757,2,1,1,2,2,2,GEN;1CH
Q755316,4,2,2,2,2,2,GEN;1CH
Q594903,2,1,1,2,2,2,GEN;1CH
Q369850,2,1,1,2,2,2,GEN;1CH
Q9332549,2,1,1,2,2,2,GEN;1CH
Q124819618,3,2,1,2,2,2,GEN;1CH
Q5382125,2,1,1,2,2,2,GEN;1CH
Q5382171,2,1,1,2,2,2,GEN;1CH
Q108207665,2,1,1,2,2,2,GEN;1CH
Q3314892,2,1,1,2,2,2,GEN;1CH
Q124325068,2,1,1,2,2,2,GEN;1CH
Q3773487,4,3,1,4,4,2,GEN;1CH
Q21087985,2,1,1,2,2,2,GEN;1CH
Q24238724,2,1,1,2,2,2,GEN;1CH
Q14925213,2,1,1,2,2,2,GEN;1CH
Q20101216,2,1,1,2,2,2,GEN;1CH
Q5313606,2,1,1,2,2,2,GEN;1CH
Q21087988,2,1,1,2,2,2,GEN;1CH
Q22004334,2,1,1,2,2,2,GEN;1CH
Q20101919,2,1,1,2,2,2,GEN;1CH
Q11927540,2,1,1,2,2,2,GEN;1CH
Q10335361,2,1,1,2,2,2,GEN;1CH
Q11944201,2,1,1,2,2,2,GEN;1CH
Q289957,566,330,146,150,150,29,GEN;EXO;NUM;DEU;JOS;JDG;1SA;2SA;1KI;2KI;1CH;PSA;ISA;JER;LAM;EZK;HOS;AMO;OBA;MIC;NAM;MAL;MAT;MRK;LUK;JHN;ACT;ROM;HEB
Q220822,117,88,22,18,18,10,GEN;DEU;JOS;1CH;JER;HOS;OBA;MAL;ROM;HEB
Q125345108,1,1,0,1,1,1,GEN
Q3187975,1,1,0,1,1,1,GEN
Q124751781,1,0,1,1,1,1,GEN
Q3320047,6,6,0,2,2,1,GEN
Q65252558,2,0,2,2,2,1,GEN
Q2669401,1,1,0,1,1,1,GEN
Q207389,66,56,9,15,15,5,GEN;RUT;1SA;JER;MAT
Q128847,49,48,1,10,10,2,GEN;RUT
Q221826,14,13,1,8,8,1,GEN
Q794991,17,14,3,9,9,2,GEN;1CH
Q625661,104,84,16,29,29,5,GEN;EXO;NUM;DEU;1CH
Q1773005,91,75,15,28,28,5,GEN;EXO;NUM;DEU;1CH
Q215512,115,74,36,41,41,10,GEN;EXO;NUM;DEU;1CH;EZR;NEH;PSA;MAL;HEB
Q282220,143,96,41,44,44,13,GEN;EXO;NUM;DEU;JOS;RUT;1CH;NEH;PSA;ZEC;MAT;LUK;HEB
Q550869,94,72,18,33,33,8,GEN;EXO;NUM;DEU;JDG;1CH;2CH;AMO
Q1771963,88,72,13,28,28,5,GEN;EXO;NUM;DEU;1CH
Q851749,86,72,11,26,26,5,GEN;EXO;NUM;DEU;1CH
Q1775026,89,72,14,28,28,5,GEN;EXO;NUM;DEU;1CH
Q651256,89,72,15,29,29,5,GEN;EXO;NUM;DEU;1CH
Q614575,87,72,12,27,27,5,GEN;EXO;NUM;DEU;1CH
Q122035,23,22,1,5,5,1,GEN
Q145746,267,209,50,54,54,16,GEN;EXO;NUM;DEU;JOS;2SA;1KI;1CH;PSA;EZK;AMO;OBA;ZEC;JHN;ACT;HEB
Q1573937,12,11,1,4,4,3,GEN;JOS;JDG
Q22054796,16,15,1,3,3,2,GEN;JOS
Q460763,124,99,21,30,30,10,GEN;EXO;NUM;DEU;1CH;NEH;JER;OBA;ROM;PHP
Q104901768,5,5,0,1,1,1,GEN
Q2344483,6,6,0,1,1,1,GEN
Q42532204,10,3,7,2,2,2,GEN;1CH
Q2899130,8,6,2,2,2,2,GEN;1CH
Q32979741,7,5,2,2,2,2,GEN;1CH
Q10306885,4,3,1,2,2,2,GEN;1CH
Q125263542,4,3,1,2,2,2,GEN;1CH
Q85774893,4,3,1,2,2,2,GEN;1CH
Q134715631,3,2,1,2,2,2,GEN;1CH
Q7089609,3,2,1,2,2,2,GEN;1CH
Q8069299,3,2,1,2,2,2,GEN;1CH
Q106145044,3,2,1,2,2,2,GEN;1CH
Q114627203,3,2,1,2,2,2,GEN;1CH
Q32979730,2,1,1,2,2,2,GEN;1CH
Q108487406,3,2,1,2,2,2,GEN;1CH
Q108487424,3,2,1,2,2,2,GEN;1CH
Q114627891,3,2,1,2,2,2,GEN;1CH
Q6884915,3,2,1,2,2,2,GEN;1CH
Q42532277,3,2,1,2,2,2,GEN;1CH
Q6684617,7,4,3,2,2,2,GEN;1CH
Q125423902,5,3,2,2,2,2,GEN;1CH
Q124820244,5,3,2,2,2,2,GEN;1CH
Q10274802,5,3,2,2,2,2,GEN;1CH
Q124820697,5,3,2,2,2,2,GEN;1CH
Q55120394,2,1,1,2,2,2,GEN;1CH
Q106084820,2,1,1,2,2,2,GEN;1CH
Q124552466,2,1,1,2,2,2,GEN;1CH
Q125315789,2,1,1,2,2,2,GEN;1CH
Q125045346,2,1,1,2,2,2,GEN;1CH
Q138580874,2,1,1,2,2,2,GEN;1CH
Q138580877,2,1,1,2,2,2,GEN;1CH
Q124821119,2,1,1,2,2,2,GEN;1CH
Q124556126,2,1,1,2,2,2,GEN;1CH
Q125038626,2,1,1,2,2,2,GEN;1CH
Q125263780,2,1,1,2,2,2,GEN;1CH
Q138580889,2,1,1,2,2,2,GEN;1CH
Q125498533,2,1,1,2,2,2,GEN;1CH
Q138580891,2,1,1,2,2,2,GEN;1CH
Q124556347,2,1,1,2,2,2,GEN;1CH
Q4081479,4,2,2,2,2,2,GEN;1CH
Q124759391,2,1,1,2,2,2,GEN;1CH
Q6206768,4,2,2,2,2,2,GEN;1CH
Q138780026,1,0,1,1,1,1,GEN
Q5949264,4,2,2,2,2,2,GEN;1CH
Q5637556,4,2,2,2,2,2,GEN;1CH
Q124759472,2,1,1,2,2,2,GEN;1CH
Q7409616,4,2,2,2,2,2,GEN;1CH
Q138580913,4,2,2,2,2,2,GEN;1CH
Q5717054,4,2,2,2,2,2,GEN;1CH
Q135454512,3,2,1,2,2,2,GEN;1CH
Q134468308,3,1,2,2,2,2,GEN;1CH
Q93697104,2,1,1,2,2,2,GEN;1CH
Q125271641,2,1,1,2,2,2,GEN;1CH
Q125316367,2,1,1,2,2,2,GEN;1CH
Q138710420,2,0,2,2,2,2,GEN;1CH
Q5353134,2,0,2,2,2,2,GEN;1CH
Q125264444,2,1,1,2,2,2,GEN;1CH
Q1148687,14,14,0,2,2,1,GEN
Q65238144,4,4,0,1,1,1,GEN
Q6940768,3,2,1,2,2,2,GEN;1CH
Q30226376,2,2,0,1,1,1,GEN
Q1347943,15,11,4,5,5,3,GEN;NUM;1CH
Q661074,10,8,2,4,4,3,GEN;NUM;1CH
Q1294423,8,5,3,4,4,2,GEN;1CH
Q1030008,13,10,3,4,4,4,GEN;RUT;1CH;MAT
Q1814684,19,7,12,11,11,7,GEN;NUM;RUT;1CH;NEH;MAT;LUK
Q3223065,8,3,5,5,5,4,GEN;1CH;NEH;MAT
Q723681,3,3,0,2,2,1,GEN
Q7234956,3,3,0,2,2,1,GEN
Q1056931,61,17,33,24,24,7,GEN;NUM;DEU;JOS;1KI;1CH;HEB
Q203251,39,18,18,17,17,7,GEN;NUM;DEU;JOS;1CH;JER;HEB
Q20757870,3,2,1,3,3,3,GEN;EXO;1CH
Q65128328,5,2,3,4,4,4,GEN;EXO;NUM;1CH
Q85853423,3,2,1,3,3,3,GEN;EXO;1CH
Q85853675,3,2,1,3,3,3,GEN;EXO;1CH
Q24954387,3,2,1,3,3,3,GEN;EXO;1CH
Q11716821,3,2,1,3,3,3,GEN;EXO;1CH
Q65124128,2,2,0,2,2,2,GEN;EXO
Q18088109,2,2,0,2,2,2,GEN;EXO
Q65124445,3,2,1,3,3,3,GEN;EXO;1CH
Q65125957,4,2,2,3,3,3,GEN;EXO;1CH
Q2915121,14,5,9,7,7,5,GEN;EXO;NUM;JOS;1CH
Q2914557,19,7,12,9,9,6,GEN;EXO;NUM;JOS;1CH;2CH
Q2670550,25,5,20,13,13,7,GEN;EXO;NUM;JOS;1CH;2CH;EZR
Q4177234,14,4,10,7,7,6,GEN;NUM;RUT;1CH;MAT;LUK
Q65129982,3,2,1,3,3,3,GEN;NUM;1CH
Q3992381,4,1,3,2,2,2,GEN;1CH
Q85854338,2,1,1,2,2,2,GEN;1CH
Q85853555,2,1,1,2,2,2,GEN;1CH
Q85854694,2,1,1,2,2,2,GEN;1CH
Q44126900,1,1,0,1,1,1,GEN
Q44126901,1,1,0,1,1,1,GEN
Q44126902,1,1,0,1,1,1,GEN
Q85854942,1,1,0,1,1,1,GEN
Q85853387,1,1,0,1,1,1,GEN
Q85854721,1,1,0,1,1,1,GEN
Q85853189,1,1,0,1,1,1,GEN
Q85853183,1,1,0,1,1,1,GEN
Q85852721,1,1,0,1,1,1,GEN
Q85852725,1,1,0,1,1,1,GEN
Q67219744,2,1,1,2,2,2,GEN;1CH
Q67219745,2,1,1,2,2,2,GEN;1CH
Q67219746,2,1,1,2,2,2,GEN;1CH
Q85852816,4,2,2,2,2,2,GEN;1CH
Q2899037,3,2,1,3,3,3,GEN;NUM;1CH
Q85853470,3,1,2,2,2,2,GEN;1CH
Q85854115,2,1,1,2,2,2,GEN;1CH
Q22018139,7,1,6,4,4,3,GEN;NUM;1CH
Q85852881,4,1,3,2,2,2,GEN;1CH
Q85852737,3,1,2,3,3,3,GEN;NUM;1CH
Q85853373,1,1,0,1,1,1,GEN
Q31841835,1,1,0,1,1,1,GEN
Q85853140,1,1,0,1,1,1,GEN
Q85854575,1,1,0,1,1,1,GEN
Q85854185,1,1,0,1,1,1,GEN
Q85853451,1,1,0,1,1,1,GEN
Q638332,1,1,0,1,1,1,GEN
Q6582523,1,1,0,1,1,1,GEN
Q67219740,2,1,1,2,2,2,GEN;1CH
Q80198030,2,1,1,2,2,2,GEN;1CH
Q67219747,2,1,1,2,2,2,GEN;1CH
Q85854718,2,1,1,2,2,2,GEN;1CH
Q85854026,18,4,14,10,10,5,GEN;NUM;DEU;JOS;1CH
Q767434,4,4,0,1,1,1,EXO
Q21959799,4,4,0,1,1,1,EXO
Q477527,13,8,5,6,6,3,EXO;NUM;1CH
Q594805,5,5,0,3,3,2,EXO;NUM
Q9077,873,671,202,203,203,31,EXO;LEV;NUM;DEU;JOS;JDG;1SA;1KI;2KI;1CH;2CH;EZR;NEH;PSA;ISA;JER;DAN;MIC;MAL;MAT;MRK;LUK;JHN;ACT;ROM;1CO;2CO;2TI;HEB;JUD;REV
Q1873244,6,4,2,2,2,2,EXO;1CH
Q62788,24,23,1,5,5,2,EXO;JDG
Q205523,6,6,0,3,3,1,EXO
Q1514983,10,7,3,5,5,2,EXO;1CH
Q51676,360,293,67,97,97,16,EXO;LEV;NUM;DEU;JOS;JDG;1SA;1CH;2CH;EZR;NEH;PSA;MIC;LUK;ACT;HEB
Q1195680,9,5,4,4,4,2,EXO;1CH
Q85853840,4,2,2,3,3,3,EXO;NUM;1CH
Q3482128,3,2,1,3,3,3,EXO;NUM;1CH
Q2210407,9,4,5,5,5,3,EXO;NUM;1CH
Q1800542,6,2,4,4,4,3,EXO;NUM;1CH
Q4207606,11,3,8,6,6,4,EXO;LEV;NUM;1CH
Q85854044,9,2,7,6,6,4,EXO;NUM;1CH;EZR
Q85854187,8,2,6,5,5,3,EXO;NUM;1CH
Q1337316,20,16,4,7,7,4,EXO;NUM;1CH;JUD
Q125566789,1,1,0,1,1,1,EXO
Q125749992,1,1,0,1,1,1,EXO
Q110158985,2,2,0,2,2,2,EXO;LEV
Q6533529,2,2,0,2,2,2,EXO;LEV
Q125747962,1,1,0,1,1,1,EXO
Q2916801,1,1,0,1,1,1,EXO
Q2038223,13,3,10,9,9,6,EXO;NUM;RUT;1CH;MAT;LUK
Q1784980,13,8,5,9,9,6,EXO;NUM;RUT;1CH;MAT;LUK
Q1941782,49,46,3,16,16,4,EXO;LEV;NUM;1CH
Q321166,49,46,3,16,16,4,EXO;LEV;NUM;1CH
Q159443,116,96,20,39,39,8,EXO;LEV;NUM;DEU;JOS;JDG;1CH;EZR
Q1675214,72,64,8,22,22,4,EXO;LEV;NUM;1CH
Q125499036,1,1,0,1,1,1,EXO
Q125504223,1,1,0,1,1,1,EXO
Q11684128,2,1,1,2,2,2,EXO;1CH
Q123118736,1,1,0,1,1,1,EXO
Q117865594,1,1,0,1,1,1,EXO
Q128063,16,10,6,10,10,7,EXO;NUM;JOS;JDG;1CH;EZR;PSA
Q1938388,11,9,2,6,6,4,EXO;NUM;1CH;MIC
Q7734,211,203,8,46,46,10,EXO;NUM;DEU;JOS;JDG;1KI;1CH;NEH;ACT;HEB
Q492665,8,2,6,6,6,3,EXO;1CH;2CH
Q853439,10,8,2,8,8,3,EXO;1CH;2CH
Q66919839,6,0,6,5,5,3,EXO;1CH;2CH
Q2112850,5,5,0,4,4,1,EXO
Q125480519,3,0,3,3,3,1,EXO
Q3344859,30,0,30,24,24,8,EXO;NUM;DEU;JOS;JDG;1KI;1CH;NEH
Q18191416,1,1,0,1,1,1,LEV
Q18192218,2,0,2,1,1,1,LEV
Q123119524,1,0,1,1,1,1,LEV
Q18198564,5,5,0,4,4,1,NUM
Q18198582,5,0,5,4,4,1,NUM
Q20605895,5,5,0,4,4,1,NUM
Q123121015,5,0,5,4,4,1,NUM
Q126163976,5,5,0,4,4,1,NUM
Q126178161,5,0,5,4,4,1,NUM
Q125504565,5,5,0,4,4,1,NUM
Q124311576,5,0,5,4,4,1,NUM
Q10271944,6,5,1,5,5,2,NUM;1CH
Q85852675,6,0,6,5,5,2,NUM;1CH
Q138685425,5,5,0,4,4,1,NUM
Q126083612,5,0,5,4,4,1,NUM
Q3494535,5,5,0,4,4,1,NUM
Q125912323,5,0,5,4,4,1,NUM
Q4695102,5,5,0,4,4,1,NUM
Q4747248,5,0,5,4,4,1,NUM
Q20605581,5,5,0,4,4,1,NUM
Q125480927,5,0,5,4,4,1,NUM
Q14925563,5,5,0,4,4,1,NUM
Q126065560,5,0,5,4,4,1,NUM
Q4695133,5,5,0,4,4,1,NUM
Q124256037,5,0,5,4,4,1,NUM
Q126130203,1,0,1,1,1,1,NUM
Q125747497,1,1,0,1,1,1,NUM
Q138609372,1,0,1,1,1,1,NUM
Q14925385,2,2,0,1,1,1,NUM
Q56473842,2,2,0,1,1,1,NUM
Q56473843,2,2,0,1,1,1,NUM
Q2650721,4,4,0,3,3,2,NUM;DEU
Q126193237,1,0,1,1,1,1,NUM
Q126178411,4,4,0,3,3,2,NUM;DEU
Q125568154,1,0,1,1,1,1,NUM
Q922184,34,30,4,13,13,5,NUM;DEU;JOS;JDG;1CH
Q11927454,15,0,15,11,11,4,NUM;DEU;JOS;1CH
Q126087472,4,4,0,3,3,2,NUM;DEU
Q126083819,4,4,0,3,3,2,NUM;DEU
Q126166031,1,0,1,1,1,1,NUM
Q125510439,4,4,0,3,3,2,NUM;DEU
Q126178591,1,0,1,1,1,1,NUM
Q125510705,4,4,0,3,3,2,NUM;DEU
Q126178639,1,0,1,1,1,1,NUM
Q125912635,4,4,0,3,3,2,NUM;DEU
Q125510727,1,0,1,1,1,1,NUM
Q126178728,2,2,0,2,2,2,NUM;DEU
Q126010368,3,2,1,2,2,1,NUM
Q1703736,4,4,0,3,3,2,NUM;DEU
Q2381688,1,0,1,1,1,1,NUM
Q104412955,4,4,0,3,3,2,NUM;DEU
Q126131611,1,0,1,1,1,1,NUM
Q120727077,4,2,2,3,3,3,NUM;JOS;JDG
Q16882450,4,2,2,3,3,3,NUM;JOS;JDG
Q120727174,4,2,2,3,3,3,NUM;JOS;JDG
Q1812268,6,0,6,4,4,3,NUM;DEU;JOS
Q2238834,10,8,2,4,4,3,NUM;DEU;PSA
Q9560907,10,8,2,4,4,3,NUM;DEU;PSA
Q65128117,5,0,5,3,3,2,NUM;DEU
Q18227832,1,1,0,1,1,1,NUM
Q126084760,1,0,1,1,1,1,NUM
Q887987,37,17,20,18,18,7,NUM;DEU;JOS;JDG;1KI;NEH;PSA
Q878675,24,12,12,16,16,6,NUM;DEU;JOS;1KI;NEH;PSA
Q1411953,44,40,4,7,7,5,NUM;JOS;JDG;MIC;REV
Q126179308,7,0,7,4,4,3,NUM;JOS;JDG
Q574641,72,62,10,11,11,7,NUM;DEU;JOS;NEH;MIC;JUD;REV
Q124759404,8,0,8,7,7,4,NUM;DEU;JOS;MIC
Q203956,4,4,0,1,1,1,NUM
Q1352758,7,7,0,1,1,1,NUM
Q125747738,1,0,1,1,1,1,NUM
Q138714622,3,0,3,3,3,2,NUM;JOS
Q106808575,2,2,0,1,1,1,NUM
Q85853273,10,5,5,6,6,3,NUM;JOS;1CH
Q85853471,2,1,1,2,2,2,NUM;JOS
Q85854727,2,2,0,2,2,2,NUM;JOS
Q85854716,2,1,1,2,2,2,NUM;JOS
Q85853477,4,1,3,3,3,2,NUM;JOS
Q2659583,13,3,10,4,4,2,NUM;JOS
Q4285720,4,4,0,4,4,2,NUM;JOS
Q27587326,4,4,0,4,4,2,NUM;JOS
Q4498664,4,4,0,4,4,2,NUM;JOS
Q4293448,4,4,0,4,4,2,NUM;JOS
Q27587242,4,4,0,4,4,2,NUM;JOS
Q85852878,1,0,1,1,1,1,NUM
Q85854843,1,0,1,1,1,1,NUM
Q85853185,1,0,1,1,1,1,NUM
Q47008639,2,0,2,1,1,1,NUM
Q140008375,1,0,1,1,1,1,NUM
Q25803431,2,1,1,2,2,2,NUM;JOS
Q126167657,1,1,0,1,1,1,NUM
Q125749914,2,1,1,2,2,2,NUM;JOS
Q126168038,2,1,1,2,2,2,NUM;JOS
Q126164463,1,1,0,1,1,1,NUM
Q126192673,1,1,0,1,1,1,NUM
Q138721693,1,0,1,1,1,1,NUM
Q126083517,1,1,0,1,1,1,NUM
Q126058920,1,0,1,1,1,1,NUM
Q126036170,1,1,0,1,1,1,NUM
Q126087592,1,0,1,1,1,1,NUM
Q11689904,1,1,0,1,1,1,NUM
Q126082759,1,0,1,1,1,1,NUM
Q124763187,1,1,0,1,1,1,NUM
Q126192599,1,0,1,1,1,1,NUM
Q138698783,1,1,0,1,1,1,NUM
Q126086906,1,0,1,1,1,1,NUM
Q138698787,1,1,0,1,1,1,NUM
Q126030419,1,0,1,1,1,1,NUM
Q126030524,1,1,0,1,1,1,NUM
Q126192834,1,0,1,1,1,1,NUM
Q138721699,1,0,1,1,1,1,NUM
Q1135632,14,11,3,5,5,4,JOS;MAT;HEB;JAS
Q1889647,9,6,3,3,3,2,JOS;1CH
Q114672619,4,0,4,3,3,2,JOS;1CH
Q114671090,4,0,4,2,2,2,JOS;1CH
Q2468894,11,10,1,2,2,1,JOS
Q128693797,9,8,1,2,2,1,JOS
Q104802999,9,8,1,2,2,1,JOS
Q128309307,9,8,1,2,2,1,JOS
Q25497407,9,8,1,2,2,1,JOS
Q128693903,1,1,0,1,1,1,JOS
Q128565883,3,2,1,2,2,1,JOS
Q3291564,3,0,3,3,3,1,JOS
Q131840205,2,0,2,2,2,1,JOS
Q2829011,7,6,1,3,3,3,JOS;JDG;1CH
Q536485,9,7,2,4,4,3,JOS;JDG;1CH
Q137755683,5,0,5,4,4,3,JOS;JDG;1CH
Q20501924,1,1,0,1,1,1,JOS
Q2229049,3,3,0,1,1,1,JDG
Q5118345,2,2,0,1,1,1,JDG
Q2662239,9,9,0,1,1,1,JDG
Q1300996,12,12,0,2,2,1,JDG
Q125152962,1,0,1,1,1,1,JDG
Q1516550,2,2,0,2,2,1,JDG
Q128792244,2,0,2,2,2,1,JDG
Q128566631,6,5,1,1,1,1,JDG
Q976765,19,18,1,3,3,2,JDG;1SA
Q213633,10,10,0,2,2,1,JDG
Q6488184,1,0,1,1,1,1,JDG
Q807236,13,11,2,4,4,3,JDG;1SA;HEB
Q4667882,4,0,4,2,2,1,JDG
Q13365793,5,5,0,2,2,1,JDG
Q954820,6,6,0,2,2,1,JDG
Q7530790,1,1,0,1,1,1,JDG
Q14925384,9,4,5,3,3,1,JDG
Q176125,74,59,15,6,6,3,JDG;1SA;HEB
Q128909611,2,2,0,1,1,1,JDG
Q107437473,7,4,3,4,4,3,JDG;PSA;ISA
Q5942568,6,5,1,3,3,2,JDG;PSA
Q107437432,11,10,1,2,2,2,JDG;PSA
Q107437434,11,10,1,2,2,2,JDG;PSA
Q113376196,1,1,0,1,1,1,JDG
Q480279,41,35,6,3,3,1,JDG
Q6294444,4,4,0,1,1,1,JDG
Q10287821,11,11,0,1,1,1,JDG
Q25768260,5,0,5,1,1,1,JDG
Q16944355,6,6,0,1,1,1,JDG
Q1516117,3,3,0,1,1,1,JDG
